model,target,tail_weight,long_delivery_threshold,n_estimators,max_depth,learning_rate,min_child_weight,subsample,colsample_bytree,training_rows,removed_geographic_anomalies,long_delivery_training_rows
XGBoost,Time_taken(min),2.0,45,500,6,0.03,3,0.9,1.0,45162,431,1781
